"","date","time","age","Gender","Province","District","items_sold_label","market","source_channel","source_location","produced_location","market_transport","othmarket_current","othmarket_location","dismark_transport"
"1470",2023-04-24,"16:40:49",29,"female","kigali","gasabo","watameroni","kimironko","bulk_market","nyarungenge","other","walk","no",NA,NA
"1471",2023-04-24,"16:40:49",29,"female","kigali","gasabo","Inanasi","kimironko","bulk_market","nyarungenge","karongi,rubavu","walk","no",NA,NA
"1472",2023-04-24,"16:40:49",29,"female","kigali","gasabo","Amatunda","kimironko","bulk_market","nyarungenge","ngoma,rwamagana","walk","no",NA,NA
"1473",2023-04-24,"16:42:32",37,"female","southern","ruhango","Amateke","ruhango","wholesaler","ruhango","ruhango","bicycle","no",NA,NA
"1474",2023-04-24,"16:42:32",37,"female","southern","ruhango","Imyumbati","ruhango","wholesaler","ruhango","ruhango","bicycle","no",NA,NA
"1475",2023-04-24,"16:47:21",28,"female","kigali","gasabo","Inyanya","kimironko","bulk_market","nyarungenge","other","moto","no",NA,NA
"1476",2023-04-24,"16:47:21",28,"female","kigali","gasabo","Ibitunguru","kimironko","bulk_market","nyarungenge","rubavu","moto","no",NA,NA
"1477",2023-04-24,"16:47:21",28,"female","kigali","gasabo","Karoti","kimironko","bulk_market","nyarungenge","rubavu","moto","no",NA,NA
"1478",2023-04-24,"16:47:53",24,"female","kigali","nyarugenge","Ibitoki (by` imineke","nyarugenge_modern","wholesaler","nyarugenge","nyarugenge","car,moto","no",NA,NA
"1479",2023-04-24,"16:50:45",39,"male","kigali","gasabo","Imiteja","kimironko","wholesaler","kicukiro","rwamagana","bus","no",NA,NA
"1480",2023-04-24,"16:50:45",39,"male","kigali","gasabo","Karoti","kimironko","wholesaler","kicukiro","kicukiro,rubavu","bus","no",NA,NA
"1481",2023-04-24,"16:50:45",39,"male","kigali","gasabo","Dodo","kimironko","wholesaler","kicukiro","kicukiro,rwamagana","bus","no",NA,NA
"1482",2023-04-24,"16:52:23",63,"female","southern","ruhango","Ibirayi","ruhango","bulk_market","ngororero","ngororero","walk","no",NA,NA
"1483",2023-04-24,"16:58:48",24,"female","kigali","gasabo","Epinari","kimironko","bulk_market","gasabo","other","walk","no",NA,NA
"1484",2023-04-24,"16:58:48",24,"female","kigali","gasabo","Dodo","kimironko","bulk_market","gasabo","NotKnow","walk","no",NA,NA
"1485",2023-04-24,"16:58:48",24,"female","kigali","gasabo","Inyanya","kimironko","bulk_market","nyarungenge","other","walk","no",NA,NA
"1486",2023-04-24,"17:08:29",43,"female","kigali","gasabo","Ibitunguru","kimironko","bulk_market","nyarungenge","rubavu","bus","no",NA,NA
"1487",2023-04-24,"17:08:29",43,"female","kigali","gasabo","Urusenda","kimironko","bulk_market","nyarungenge","musanze","bus","no",NA,NA
"1488",2023-04-24,"17:08:29",43,"female","kigali","gasabo","Beterave","kimironko","bulk_market","nyarungenge","NotKnow","bus","no",NA,NA
"1489",2023-04-24,"17:16:04",33,"female","kigali","gasabo","Inanasi","kimironko","wholesaler","gasabo","ngoma,ruhango","car","no",NA,NA
"1490",2023-04-24,"17:19:37",25,"female","kigali","gasabo","Epinari","kimironko","own_farm","gasabo","gasabo","walk","no",NA,NA
"1491",2023-04-24,"17:19:37",25,"female","kigali","gasabo","Biringanya","kimironko","bulk_market","nyarungenge","NotKnow","walk","no",NA,NA
"1492",2023-04-24,"17:19:37",25,"female","kigali","gasabo","Dodo","kimironko","bulk_market","kicukiro","rwamagana","walk","no",NA,NA
"1493",2023-04-24,"17:19:51",51,"female","southern","ruhango","Ibihaza imyungu","ruhango","neighbour_farm","ruhango","nyaruguru","walk","no",NA,NA
"1494",2023-04-24,"17:24:30",65,"female","kigali","gasabo","Isombe","kimironko","bulk_market","nyarungenge","gasabo,kamonyi,muhanga","bus","no",NA,NA
"1495",2023-04-24,"17:24:30",65,"female","kigali","gasabo","Amashu","kimironko","bulk_market","nyarungenge","rubavu","bus","no",NA,NA
"1496",2023-04-24,"17:24:30",65,"female","kigali","gasabo","Biringanya","kimironko","bulk_market","nyarungenge","gasabo,muhanga","bus","no",NA,NA
"1497",2023-04-24,"17:29:15",34,"female","southern","ruhango","Inanasi","ruhango","wholesaler","muhanga,ngororero,nyanza,nyarungenge,ruhango","ngororero,nyanza,ruhango","bicycle,walk","no",NA,NA
"1498",2023-04-24,"17:30:08",33,"female","kigali","gasabo","Urusenda","kimironko","bulk_market","nyarungenge","NotKnow","bus","no",NA,NA
"1499",2023-04-24,"17:30:08",33,"female","kigali","gasabo","Epinari","kimironko","bulk_market","gasabo","NotKnow","bus","no",NA,NA
"1500",2023-04-24,"17:30:08",33,"female","kigali","gasabo","Dodo","kimironko","bulk_market","gasabo","NotKnow","bus","no",NA,NA
"1501",2023-04-24,"17:33:48",30,"female","southern","ruhango","Ibihaza imyungu","ruhango","wholesaler","nyanza","nyanza","walk","no",NA,NA
"1502",2023-04-24,"17:34:06",31,"female","kigali","gasabo","Dodo","kimironko","bulk_market","kicukiro","kicukiro","bus","no",NA,NA
"1503",2023-04-24,"17:34:06",31,"female","kigali","gasabo","Biringanya","kimironko","bulk_market","kicukiro","bugesera","bus","no",NA,NA
"1504",2023-04-24,"17:34:06",31,"female","kigali","gasabo","Urusenda","kimironko","wholesaler","musanze,nyagatare","musanze,nyagatare","bus","no",NA,NA
"1505",2023-04-24,"17:38:26",30,"female","kigali","gasabo","Ibihaza imyungu","kimironko","bulk_market","kicukiro","bugesera","bus","no",NA,NA
"1506",2023-04-24,"17:38:26",30,"female","kigali","gasabo","Karoti","kimironko","bulk_market","nyarungenge","rubavu","bus","no",NA,NA
"1507",2023-04-24,"17:38:26",30,"female","kigali","gasabo","Amashu","kimironko","bulk_market","kicukiro","bugesera","bus","no",NA,NA
"1508",2023-04-24,"17:43:30",30,"female","kigali","gasabo","Isombe","kimironko","wholesaler","gasabo","gasabo,gicumbi","bus","no",NA,NA
"1509",2023-04-24,"17:45:50",27,"female","kigali","gasabo","Amafi","kimironko","wholesaler","rwamagana","rwamagana","walk","no",NA,NA
"1510",2023-04-24,"17:47:58",30,"female","kigali","gasabo","Ubunyobwa","kimironko","bulk_market","nyarungenge","nyamasheke,rusizi","walk","no",NA,NA
"1511",2023-04-24,"17:47:58",30,"female","kigali","gasabo","Isombe","kimironko","bulk_market","nyarungenge","gasabo,gicumbi","walk","no",NA,NA
"1512",2023-04-24,"17:51:58",35,"female","kigali","gasabo","Inyama z` inka","kimironko","wholesaler","nyarungenge","NotKnow","bus,moto","no",NA,NA
"1513",2023-04-24,"17:54:30",21,"female","kigali","gasabo","Amafi","kimironko","wholesaler","gasabo","kirehe,rwamagana","walk","no",NA,NA
"1514",2023-04-24,"17:56:53",35,"female","kigali","gasabo","Amagi","kimironko","wholesaler","gasabo","bugesera","bus","no",NA,NA
"1515",2023-04-24,"18:00:57",20,"male","kigali","gasabo","Amagi","kimironko","wholesaler","gasabo","bugesera,gasabo,kicukiro,rwamagana","walk","no",NA,NA
"1516",2023-04-24,"18:04:01",41,"female","kigali","gasabo","Amagi","kimironko","wholesaler","gasabo","gasabo,musanze,rwamagana","car","no",NA,NA
"1517",2023-04-24,"18:40:42",31,"male","kigali","gasabo","Shufurere","kimironko","bulk_market","nyarungenge","rubavu","bus","no",NA,NA
"1518",2023-04-24,"18:46:25",28,"male","kigali","gasabo","watameroni","kimironko","wholesaler","gasabo","bugesera,other","bus","no",NA,NA
"1519",2023-04-24,"18:48:48",35,"male","kigali","gasabo","watameroni","kimironko","bulk_market","nyarungenge","bugesera","bus","no",NA,NA
"1520",2023-04-24,"18:48:48",35,"male","kigali","gasabo","Ibinyomoro","kimironko","bulk_market","gasabo","NotKnow","bus","no",NA,NA
"1521",2023-04-24,"18:52:00",50,"female","kigali","gasabo","watameroni","kimironko","wholesaler","gasabo","other","bus","no",NA,NA
"1522",2023-04-24,"18:55:20",40,"female","kigali","gasabo","Ibitoki (by` imineke","kimironko","bulk_market","nyarungenge","kayonza,ngoma","walk","no",NA,NA
"1523",2023-04-25,"07:04:38",30,"female","kigali","gasabo","Ingano","kimironko","wholesaler","gasabo","NotKnow","moto","no",NA,NA
"1524",2023-04-25,"07:04:38",30,"female","kigali","gasabo","Ibigori","kimironko","wholesaler","gasabo","NotKnow","moto","no",NA,NA
"1525",2023-04-25,"07:04:38",30,"female","kigali","gasabo","Ibishyimbo","kimironko","wholesaler","gasabo","NotKnow","moto","no",NA,NA
"1526",2023-04-25,"07:10:32",47,"female","kigali","gasabo","Ingano","kimironko","wholesaler","gasabo","musanze","moto","no",NA,NA
"1527",2023-04-25,"07:10:32",47,"female","kigali","gasabo","Ibigori","kimironko","wholesaler","gasabo","nyagatare","moto","no",NA,NA
"1528",2023-04-25,"07:10:32",47,"female","kigali","gasabo","Ibishyimbo","kimironko","wholesaler","gasabo","nyagatare","moto","no",NA,NA
"1529",2023-04-25,"07:17:04",50,"female","kigali","gasabo","Ingano","kimironko","wholesaler","gasabo","musanze","bus","no",NA,NA
"1530",2023-04-25,"07:17:04",50,"female","kigali","gasabo","Ibigori","kimironko","wholesaler","gasabo","nyagatare","bus","no",NA,NA
"1531",2023-04-25,"07:17:04",50,"female","kigali","gasabo","Ibishyimbo","kimironko","wholesaler","gasabo","musanze,nyagatare,nyaruguru","bus","no",NA,NA
"1532",2023-04-25,"07:24:30",39,"female","kigali","gasabo","Ibirayi","kimironko","wholesaler","gasabo","musanze","moto","no",NA,NA
"1533",2023-04-25,"07:26:20",41,"female","kigali","gasabo","Ibirayi","kimironko","wholesaler","gasabo","musanze","moto","no",NA,NA
"1534",2023-04-25,"07:28:15",46,"female","kigali","gasabo","Ibirayi","kimironko","wholesaler","gasabo","musanze","moto","no",NA,NA
"1535",2023-04-25,"07:30:58",40,"female","kigali","gasabo","Ibitoki (byo guteka)","kimironko","wholesaler","gasabo","nyagatare","moto","no",NA,NA
"1536",2023-04-25,"07:33:20",39,"female","kigali","gasabo","Ibitoki (byo guteka)","kimironko","wholesaler","gasabo","nyagatare","bus","no",NA,NA
"1537",2023-04-25,"07:35:54",47,"male","kigali","gasabo","Ibitoki (byo guteka)","kimironko","wholesaler","gasabo","nyagatare","moto","no",NA,NA
"1538",2023-04-25,"07:38:43",44,"female","kigali","gasabo","Ibihaza imyungu","kimironko","wholesaler","gasabo","kayonza,rulindo","bus","no",NA,NA
"1539",2023-04-25,"07:41:56",37,"female","kigali","gasabo","Ibihaza imyungu","kimironko","wholesaler","nyagatare","musanze,nyagatare","moto","no",NA,NA
"1540",2023-04-25,"07:52:36",40,"male","kigali","gasabo","Ibihaza imyungu","kimironko","wholesaler","gasabo","muhanga,rulindo","moto","no",NA,NA
"1541",2023-04-25,"08:01:17",27,"male","kigali","gasabo","Umuceri","kimironko","wholesaler","gasabo","other","bus","no",NA,NA
"1542",2023-04-25,"08:01:17",27,"male","kigali","gasabo","Icyayi","kimironko","wholesaler","gasabo","other","bus","no",NA,NA
"1543",2023-04-25,"08:01:17",27,"male","kigali","gasabo","Sunflower","kimironko","wholesaler","gasabo","other","bus","no",NA,NA
"1544",2023-04-25,"08:08:52",42,"male","kigali","gasabo","Icyayi","kimironko","wholesaler","gasabo","nyamasheke,other","moto","no",NA,NA
"1545",2023-04-25,"08:08:52",42,"male","kigali","gasabo","Sunflower","kimironko","wholesaler","gasabo","other","moto","no",NA,NA
"1546",2023-04-25,"08:08:52",42,"male","kigali","gasabo","Umuceri","kimironko","wholesaler","gasabo","other","moto","no",NA,NA
"1547",2023-04-25,"08:15:11",38,"female","kigali","gasabo","Icyayi","kimironko","wholesaler","gasabo","nyamasheke,other","moto","no",NA,NA
"1548",2023-04-25,"08:15:11",38,"female","kigali","gasabo","Sunflower","kimironko","wholesaler","gasabo","other","moto","no",NA,NA
"1549",2023-04-25,"08:15:11",38,"female","kigali","gasabo","Umuceri","kimironko","wholesaler","gasabo","other","moto","no",NA,NA
"1550",2023-04-25,"08:22:00",39,"female","kigali","gasabo","Amateke","kimironko","wholesaler","gasabo","kayonza","bus","no",NA,NA
"1551",2023-04-25,"08:22:00",39,"female","kigali","gasabo","Ibijumba by`umuhondo","kimironko","wholesaler","gasabo","gasabo","bus","no",NA,NA
"1552",2023-04-25,"08:22:00",39,"female","kigali","gasabo","Imyumbati","kimironko","wholesaler","gasabo","gasabo","bus","no",NA,NA
"1553",2023-04-25,"08:27:23",39,"female","kigali","gasabo","Imyumbati","kimironko","wholesaler","gasabo","gasabo","moto","no",NA,NA
"1554",2023-04-25,"08:27:23",39,"female","kigali","gasabo","Amateke","kimironko","wholesaler","gasabo","gakenke","moto","no",NA,NA
"1555",2023-04-25,"08:27:23",39,"female","kigali","gasabo","Ibijumba by`umuhondo","kimironko","wholesaler","gasabo","gicumbi","moto","no",NA,NA
"1556",2023-04-25,"08:31:54",27,"male","kigali","gasabo","Imyumbati","kimironko","wholesaler","gasabo","NotKnow","walk","no",NA,NA
"1557",2023-04-25,"08:31:54",27,"male","kigali","gasabo","Ibijumba by`umuhondo","kimironko","wholesaler","gicumbi","gicumbi","walk","no",NA,NA
"1558",2023-04-25,"08:31:54",27,"male","kigali","gasabo","Amateke","kimironko","wholesaler","gicumbi","gicumbi","walk","no",NA,NA
"1559",2023-04-25,"08:36:16",37,"female","kigali","gasabo","Amashaza","kimironko","wholesaler","nyarungenge","rulindo","bus","no",NA,NA
"1560",2023-04-25,"08:38:54",39,"female","kigali","gasabo","Amashaza","kimironko","wholesaler","nyarungenge","gasabo","bus","no",NA,NA
"1561",2023-04-25,"08:46:15",25,"female","kigali","gasabo","Amashaza","kimironko","wholesaler","gasabo","gasabo","bus","no",NA,NA
"1562",2023-04-25,"08:48:41",40,"female","kigali","gasabo","Imyembe","kimironko","wholesaler","nyarungenge","other","bus","no",NA,NA
"1563",2023-04-25,"08:48:41",40,"female","kigali","gasabo","Ibinyomoro","kimironko","wholesaler","nyarungenge","gicumbi","bus","no",NA,NA
"1564",2023-04-25,"08:48:41",40,"female","kigali","gasabo","Ipapayi","kimironko","wholesaler","gasabo","other","bus","no",NA,NA
"1565",2023-04-25,"08:53:23",40,"female","kigali","gasabo","Ibinyomoro","kimironko","wholesaler","nyarungenge","rulindo","moto","no",NA,NA
"1566",2023-04-25,"08:53:23",40,"female","kigali","gasabo","Ipapayi","kimironko","wholesaler","gasabo","gasabo","moto","no",NA,NA
"1567",2023-04-25,"08:53:23",40,"female","kigali","gasabo","Imyembe","kimironko","wholesaler","nyarungenge","other","moto","no",NA,NA
"1568",2023-04-25,"08:59:43",37,"female","kigali","gasabo","Imyembe","kimironko","wholesaler","nyarungenge","other","bus","no",NA,NA
"1569",2023-04-25,"08:59:43",37,"female","kigali","gasabo","Ipapayi","kimironko","wholesaler","gasabo","NotKnow","bus","no",NA,NA
"1570",2023-04-25,"08:59:43",37,"female","kigali","gasabo","Ibinyomoro","kimironko","wholesaler","nyarungenge","gicumbi","bus","no",NA,NA
"1571",2023-04-25,"09:04:28",41,"male","kigali","gasabo","Amafi","kimironko","wholesaler","nyarungenge","other","bus","no",NA,NA
"1572",2023-04-25,"09:04:28",41,"male","kigali","gasabo","Inyama z` inkoko","kimironko","wholesaler","nyarungenge","NotKnow","bus","no",NA,NA
"1573",2023-04-25,"09:07:35",30,"male","kigali","gasabo","Amafi","kimironko","wholesaler","nyarungenge","other","bus","no",NA,NA
"1574",2023-04-25,"09:07:35",30,"male","kigali","gasabo","Inyama z` inkoko","kimironko","wholesaler","nyarungenge","other","bus","no",NA,NA
"1575",2023-04-25,"10:45:59",37,"female","eastern","bugesera","Dodo","mayange","farm_group","bugesera","bugesera","walk","yes","Bugesera","bus"
"1576",2023-04-25,"10:45:59",37,"female","eastern","bugesera","Ubunyobwa","mayange","bulk_market","nyarungenge","other","walk","no","Bugesera","bus"
"1577",2023-04-25,"10:45:59",37,"female","eastern","bugesera","Ibitunguru","mayange","bulk_market","bugesera","musanze","walk","yes","Bugesera","bus"
"1578",2023-04-25,"11:02:43",23,"female","eastern","bugesera","Soya","mayange","wholesaler","bugesera","NotKnow","walk","no",NA,NA
"1579",2023-04-25,"11:02:43",23,"female","eastern","bugesera","Imyumbati","mayange","wholesaler","bugesera","NotKnow","walk","no",NA,NA
"1580",2023-04-25,"11:02:43",23,"female","eastern","bugesera","Ubunyobwa","mayange","wholesaler","bugesera","bugesera","walk","no",NA,NA
"1581",2023-04-25,"11:06:51",27,"female","kigali","nyarugenge","Urusenda","nyarugenge_modern","wholesaler","nyarugenge","gicumbi,nyamasheke,rusizi,rwamagana","car,moto","no",NA,NA
"1582",2023-04-25,"11:07:21",33,"female","southern","ruhango","Ibitunguru","gitwe","bulk_market","ruhango","ruhango","walk","no",NA,NA
"1583",2023-04-25,"11:07:21",33,"female","southern","ruhango","Karoti","gitwe","neighbour_farm","ruhango","ruhango","walk","no",NA,NA
"1584",2023-04-25,"11:07:21",33,"female","southern","ruhango","Amashu","gitwe","bulk_market","ruhango","ruhango","walk","no",NA,NA
"1585",2023-04-25,"11:16:47",45,"female","kigali","nyarugenge","Amashaza","nyarugenge_modern","wholesaler","nyarugenge","nyamagabe","car,moto","no",NA,NA
"1586",2023-04-25,"11:18:39",24,"female","eastern","bugesera","Soya","mayange","wholesaler","bugesera","bugesera","walk","no",NA,NA
"1587",2023-04-25,"11:18:39",24,"female","eastern","bugesera","Ubunyobwa","mayange","wholesaler","bugesera","NotKnow","walk","no",NA,NA
"1588",2023-04-25,"11:18:39",24,"female","eastern","bugesera","Imyumbati","mayange","wholesaler","bugesera","bugesera","walk","no",NA,NA
"1589",2023-04-25,"11:21:33",41,"female","kigali","nyarugenge","Epinari","nyarugenge_modern","wholesaler","nyarugenge","nyarugenge","car,moto","no",NA,NA
"1590",2023-04-25,"11:21:33",41,"female","kigali","nyarugenge","Dodo","nyarugenge_modern","wholesaler","nyarugenge","nyarugenge","car,moto","no",NA,NA
"1591",2023-04-25,"11:27:14",60,"female","southern","ruhango","Beterave","gitwe","bulk_market","ruhango","ruhango","walk","no",NA,NA
"1592",2023-04-25,"11:27:14",60,"female","southern","ruhango","Ibitunguru","gitwe","bulk_market","ruhango","ruhango","walk","no",NA,NA
"1593",2023-04-25,"11:27:14",60,"female","southern","ruhango","Amafi","gitwe","bulk_market","ruhango","ruhango","walk","no",NA,NA
"1594",2023-04-25,"11:30:34",46,"female","southern","ruhango","Biringanya","gitwe","bulk_market","ruhango","ruhango","walk","no","Ruhango","walk"
"1595",2023-04-25,"11:30:34",46,"female","southern","ruhango","Ibitunguru","gitwe","bulk_market","ruhango","ruhango","walk","yes","Ruhango","walk"
"1596",2023-04-25,"11:30:34",46,"female","southern","ruhango","Karoti","gitwe","bulk_market","ruhango","ruhango","walk","no","Ruhango","walk"
"1597",2023-04-25,"11:31:23",25,"female","eastern","bugesera","Imyumbati","mayange","farm_group","bugesera","bugesera","walk","no",NA,NA
"1598",2023-04-25,"11:31:58",27,"female","kigali","nyarugenge","Imiteja","nyarugenge_modern","wholesaler","nyarugenge","nyarugenge","car,moto","no",NA,NA
"1599",2023-04-25,"11:31:58",27,"female","kigali","nyarugenge","Epinari","nyarugenge_modern","wholesaler","nyarugenge","nyarugenge","car,moto","no",NA,NA
"1600",2023-04-25,"11:31:58",27,"female","kigali","nyarugenge","Dodo","nyarugenge_modern","wholesaler","nyarugenge","nyarugenge","car,moto","no",NA,NA
"1601",2023-04-25,"11:34:19",35,"male","kigali","nyarugenge","Ibishyimbo","nyarugenge_modern","bulk_market","nyarugenge","karongi,ngoma,ngororero,nyagatare,rwamagana","bus,car,moto","no",NA,NA
"1602",2023-04-25,"11:34:19",35,"male","kigali","nyarugenge","Amagi","nyarugenge_modern","wholesaler","nyarugenge","rulindo","bus,car,moto","no",NA,NA
"1603",2023-04-25,"11:35:54",21,"female","southern","ruhango","Ibitunguru","gitwe","bulk_market","ruhango","ruhango","walk","no",NA,NA
"1604",2023-04-25,"11:35:54",21,"female","southern","ruhango","Amafi","gitwe","bulk_market","ruhango","ruhango","walk","no",NA,NA
"1605",2023-04-25,"11:35:54",21,"female","southern","ruhango","Beterave","gitwe","bulk_market","ruhango","ruhango","walk","no",NA,NA
"1606",2023-04-25,"11:41:29",46,"male","southern","ruhango","Inyama z` inka","gitwe","bulk_market","ruhango","ruhango","walk","no",NA,NA
"1607",2023-04-25,"11:42:55",44,"male","eastern","bugesera","Ibijumba by`umuhondo","mayange","farm_group","bugesera","bugesera","walk","no",NA,NA
"1608",2023-04-25,"11:42:55",44,"male","eastern","bugesera","Ibijumba by`umweru","mayange","farm_group","bugesera","bugesera","walk","no",NA,NA
"1609",2023-04-25,"11:43:22",27,"female","southern","ruhango","Inyanya","gitwe","bulk_market","nyanza","nyanza","walk","no",NA,NA
"1610",2023-04-25,"11:47:32",57,"female","kigali","nyarugenge","Dodo","nyarugenge_modern","wholesaler","nyarugenge","rulindo","bicycle,car","no",NA,NA
"1611",2023-04-25,"11:48:25",40,"female","kigali","nyarugenge","Amashaza","nyarugenge_modern","bulk_market","nyarugenge","burera,nyamagabe","bus,car,moto","no",NA,NA
"1612",2023-04-25,"11:48:25",40,"female","kigali","nyarugenge","Dodo","nyarugenge_modern","farm_group","nyarugenge","rulindo","bus,car,moto","no",NA,NA
"1613",2023-04-25,"11:50:44",40,"female","southern","ruhango","Beterave","gitwe","bulk_market","ruhango","ruhango","moto","no","Ruhango","moto"
"1614",2023-04-25,"11:50:44",40,"female","southern","ruhango","Ibitunguru","gitwe","bulk_market","ruhango","ruhango","moto","yes","Ruhango","moto"
"1615",2023-04-25,"11:50:44",40,"female","southern","ruhango","Amafi","gitwe","bulk_market","ruhango","ruhango","moto","yes","Ruhango","moto"
"1616",2023-04-25,"11:51:34",38,"female","eastern","bugesera","Ibijumba by`umuhondo","mayange","wholesaler","bugesera","bugesera","walk","no",NA,NA
"1617",2023-04-25,"11:56:07",25,"female","kigali","nyarugenge","Dodo","nyarugenge_modern","wholesaler","nyarugenge","rulindo","car,moto","no",NA,NA
"1618",2023-04-25,"11:56:07",25,"female","kigali","nyarugenge","Ibihaza imyungu","nyarugenge_modern","wholesaler","nyarugenge","bugesera,nyagatare","car,moto","no",NA,NA
"1619",2023-04-25,"11:56:07",25,"female","kigali","nyarugenge","Epinari","nyarugenge_modern","wholesaler","nyarugenge","gakenke","bicycle,car","no",NA,NA
"1620",2023-04-25,"11:56:28",31,"male","eastern","bugesera","Ibijumba by`umuhondo","mayange","farm_group","bugesera","bugesera","moto,walk","yes","Bugesera","moto"
"1621",2023-04-25,"12:05:25",26,"female","kigali","nyarugenge","Dodo","nyarugenge_modern","bulk_market","nyarugenge","nyarugenge","bus,car,moto","no",NA,NA
"1622",2023-04-25,"12:05:25",26,"female","kigali","nyarugenge","Amashu","nyarugenge_modern","bulk_market","nyarugenge","rubavu","bus,car,moto","no",NA,NA
"1623",2023-04-25,"12:05:51",23,"male","eastern","nyagatare","Ibinyomoro","barija","wholesaler","nyarungenge","NotKnow","walk","no",NA,NA
"1624",2023-04-25,"12:05:51",23,"male","eastern","nyagatare","Imyembe","barija","wholesaler","nyarungenge","other","walk","no",NA,NA
"1625",2023-04-25,"12:05:51",23,"male","eastern","nyagatare","Ibitoki (by` imineke","barija","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"1626",2023-04-25,"12:10:10",30,"male","kigali","nyarugenge","Karoti","nyarugenge_modern","wholesaler","nyarugenge","nyarugenge","bicycle,car","no",NA,NA
"1627",2023-04-25,"12:10:10",30,"male","kigali","nyarugenge","Inyanya","nyarugenge_modern","wholesaler","nyarugenge","other","car,moto","no",NA,NA
"1628",2023-04-25,"12:10:10",30,"male","kigali","nyarugenge","Ibihaza imyungu","nyarugenge_modern","wholesaler","nyarugenge","nyagatare","car,moto","no",NA,NA
"1629",2023-04-25,"12:10:54",30,"female","eastern","bugesera","Ibirayi","mayange","wholesaler","bugesera","musanze","walk","no",NA,NA
"1630",2023-04-25,"12:10:54",30,"female","eastern","bugesera","Ibitoki (byo guteka)","mayange","farm_group","ngoma","ngoma","walk","no",NA,NA
"1631",2023-04-25,"12:16:20",34,"female","kigali","nyarugenge","Amashu","nyarugenge_modern","wholesaler","nyarugenge","rubavu","moto","no",NA,NA
"1632",2023-04-25,"12:16:20",34,"female","kigali","nyarugenge","Ibijumba by`umweru","nyarugenge_modern","wholesaler","nyarugenge","rulindo","moto","no",NA,NA
"1633",2023-04-25,"12:17:48",50,"female","kigali","nyarugenge","Ibitunguru","nyarugenge_modern","wholesaler","nyarugenge","rubavu","bicycle,bus","no",NA,NA
"1634",2023-04-25,"12:17:48",50,"female","kigali","nyarugenge","Biringanya","nyarugenge_modern","wholesaler","nyarugenge","ngoma","car,moto","no",NA,NA
"1635",2023-04-25,"12:17:48",50,"female","kigali","nyarugenge","Amashaza","nyarugenge_modern","wholesaler","nyarugenge","muhanga","car,moto","no",NA,NA
"1636",2023-04-25,"12:19:49",43,"female","eastern","nyagatare","Ibinyomoro","barija","wholesaler","nyagatare","gatsibo","moto,walk","no",NA,NA
"1637",2023-04-25,"12:19:49",43,"female","eastern","nyagatare","Ibitoki (by` imineke","barija","bulk_market","gatsibo","gatsibo","moto,walk","no",NA,NA
"1638",2023-04-25,"12:19:49",43,"female","eastern","nyagatare","Voka","barija","bulk_market","gatsibo","gatsibo","moto,walk","no",NA,NA
"1639",2023-04-25,"12:20:54",20,"female","eastern","bugesera","Ibirayi","mayange","wholesaler","bugesera","NotKnow","walk","no",NA,NA
"1640",2023-04-25,"12:20:54",20,"female","eastern","bugesera","Ibitoki (byo guteka)","mayange","bulk_market","ngoma","ngoma","walk","no",NA,NA
"1641",2023-04-25,"12:28:07",40,"female","kigali","nyarugenge","Imiteja","nyarugenge_modern","bulk_market","nyarugenge","NotKnow","bus,car,moto","no",NA,NA
"1642",2023-04-25,"12:28:07",40,"female","kigali","nyarugenge","Biringanya","nyarugenge_modern","wholesaler","nyarugenge","NotKnow","bus,car,moto","no",NA,NA
"1643",2023-04-25,"12:28:07",40,"female","kigali","nyarugenge","Inyanya","nyarugenge_modern","wholesaler","nyarugenge,ruhango","other","bus,car,moto","no",NA,NA
"1644",2023-04-25,"12:29:10",31,"female","eastern","bugesera","Ibitoki (byo guteka)","mayange","wholesaler","bugesera","ngoma","walk","no",NA,NA
"1645",2023-04-25,"12:29:10",31,"female","eastern","bugesera","Ibirayi","mayange","wholesaler","bugesera","NotKnow","walk","no",NA,NA
"1646",2023-04-25,"12:32:30",30,"female","kigali","nyarugenge","Beterave","nyarugenge_modern","wholesaler","nyarugenge","musanze","car,moto","no",NA,NA
"1647",2023-04-25,"12:36:02",39,"female","kigali","nyarugenge","Ibijumba by`umweru","nyarugenge_modern","wholesaler","nyarugenge","gakenke","car,moto","no",NA,NA
"1648",2023-04-25,"12:36:02",39,"female","kigali","nyarugenge","Amateke","nyarugenge_modern","wholesaler","nyarugenge","other,rwamagana","car,moto","no",NA,NA
"1649",2023-04-25,"12:37:15",23,"female","eastern","nyagatare","Ibitoki (by` imineke","barija","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"1650",2023-04-25,"12:37:15",23,"female","eastern","nyagatare","Inanasi","barija","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"1651",2023-04-25,"12:37:15",23,"female","eastern","nyagatare","Voka","barija","neighbour_farm","nyagatare","nyagatare","walk","no",NA,NA
"1652",2023-04-25,"12:41:07",34,"male","eastern","bugesera","Amateke","mayange","wholesaler","bugesera","bugesera","bicycle","no",NA,NA
"1653",2023-04-25,"12:41:07",34,"male","eastern","bugesera","Ibishyimbo","mayange","bulk_market","nyarungenge","NotKnow","bicycle","no",NA,NA
"1654",2023-04-25,"12:52:00",40,"male","kigali","nyarugenge","watameroni","nyarugenge_modern","bulk_market","nyarugenge","NotKnow","bus,car,moto","no",NA,NA
