"X","date","time","Province","District","items_sold_label","Food.Item...English","source_channel","source_location","market_transport","items_sold"
486,"2023-04-19","12:57:44","Northern","Gakenke","ibigori","Maize","farm_group","Gakenke","walk","ibigori"
487,"2023-04-19","12:57:44","Northern","Gakenke","amasaka","Sorghum","wholesaler","Gakenke","walk","amasaka"
488,"2023-04-19","12:59:45","Northern","Gicumbi","beterave","Beetroot","wholesaler","Gicumbi","walk","beterave"
489,"2023-04-19","13:04:28","Northern","Gakenke","ibitoki(byoguteka)","Banana Cooking","bulk_market","Gakenke","walk","ibitoki(byoguteka)"
490,"2023-04-19","13:04:41","Northern","Burera","amafi","Fish","bulk_market","Burera,rubavu","car,moto,walk","amafi"
491,"2023-04-19","13:05:11","Northern","Burera","inyamaz`inka","Cow Meat","bulk_market","Burera","walk","inyamaz`inka"
492,"2023-04-19","13:10:40","Northern","Gicumbi","urusenda","Chilli","neighbour_farm","Gicumbi","walk","urusenda"
493,"2023-04-19","13:12:14","Northern","Burera","inyamaz`inka","Cow Meat","bulk_market","Burera","walk","inyamaz`inka"
494,"2023-04-19","13:14:45","Northern","Gakenke","ibitoki(by`imineke","Banana Beer","bulk_market","Gakenke","car","ibitoki(by`imineke"
495,"2023-04-19","13:15:24","Northern","Burera","ibigori","Maize","bulk_market","Burera","bicycle,walk","ibigori"
496,"2023-04-19","13:15:38","Northern","Gicumbi","ubunyobwa","Ground Nuts","bulk_market","Musanze","walk","ubunyobwa"
497,"2023-04-19","13:15:38","Northern","Gicumbi","isombe","Cassava Leaves","wholesaler","Gicumbi","walk","isombe"
498,"2023-04-19","13:15:38","Northern","Gicumbi","beterave","Beetroot","neighbour_farm","Gicumbi","walk","beterave"
499,"2023-04-19","13:16:27","Northern","Gakenke","ibijumbaby`umweru","Sweet Potatoes White","bulk_market","Gakenke","bicycle,walk","ibijumbaby`umweru"
500,"2023-04-19","13:26:06","Northern","Gicumbi","beterave","Beetroot","wholesaler","Gicumbi,rulindo","walk","beterave"
501,"2023-04-19","13:26:06","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Gicumbi,rulindo","walk","ibitunguru"
503,"2023-04-19","13:28:47","Eastern","Nyagatare","inyamaz`inka","Cow Meat","wholesaler","Nyagatare","car,moto,walk","inyamaz`inka"
504,"2023-04-19","13:30:03","Northern","Burera","amashu","Cabbage","farm_group","Burera","walk","amashu"
505,"2023-04-19","13:31:04","Northern","Burera","voka","Avocado","neighbour_farm","Burera","bicycle,walk","voka"
506,"2023-04-19","13:34:53","Northern","Gakenke","ibitoki(by`imineke","Banana Beer","bulk_market","Gakenke","car","ibitoki(by`imineke"
507,"2023-04-19","13:39:57","Northern","Burera","ibitoki(by`imineke","Banana Beer","bulk_market","Gakenke","bicycle,walk","ibitoki(by`imineke"
508,"2023-04-19","13:39:57","Northern","Burera","voka","Avocado","bulk_market","Burera,gakenke","bicycle,walk","voka"
509,"2023-04-19","13:41:47","Northern","Gakenke","umuceri","Rice","wholesaler","Gakenke","bicycle","umuceri"
510,"2023-04-19","13:41:47","Northern","Gakenke","ibishyimbo","Field Beans","wholesaler","Gakenke","bicycle","ibishyimbo"
511,"2023-04-19","13:44:04","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gicumbi","walk","ubunyobwa"
512,"2023-04-19","13:44:04","Northern","Gicumbi","amafi","Fish","bulk_market","Gicumbi","walk","amafi"
513,"2023-04-19","13:44:40","Northern","Burera","amashu","Cabbage","farm_group","Burera","walk","amashu"
514,"2023-04-19","13:50:20","Northern","Burera","amashu","Cabbage","farm_group","Burera","walk","amashu"
515,"2023-04-19","13:51:23","Northern","Burera","ibisheke","Sugarcane","wholesaler","Burera","walk","ibisheke"
516,"2023-04-19","13:53:28","Eastern","Nyagatare","ibitoki(byoguteka)","Banana Cooking","wholesaler","Nyagatare","bicycle,moto","ibitoki(byoguteka)"
517,"2023-04-19","13:54:19","Northern","Burera","imyumbati","Cassava Root","bulk_market","Burera","walk","imyumbati"
518,"2023-04-19","13:55:27","Northern","Gakenke","ibitunguru","Onion","bulk_market","Musanze","bicycle","ibitunguru"
519,"2023-04-19","13:55:46","Northern","Gicumbi","amafi","Fish","bulk_market","Nyarungenge","car","amafi"
520,"2023-04-19","13:56:28","Northern","Gakenke","ibitoki(byoguteka)","Banana Cooking","farm_group","Gakenke","bicycle,car,walk","ibitoki(byoguteka)"
521,"2023-04-19","14:02:32","Northern","Burera","ibisheke","Sugarcane","wholesaler","Burera,gakenke","walk","ibisheke"
522,"2023-04-19","14:04:06","Northern","Burera","imyumbati","Cassava Root","bulk_market","Burera","walk","imyumbati"
523,"2023-04-19","14:09:50","Northern","Gakenke","amashu","Cabbage","neighbour_farm","Gakenke","bicycle,walk","amashu"
524,"2023-04-19","14:09:58","Northern","Burera","imyumbati","Cassava Root","bulk_market","Burera","walk","imyumbati"
525,"2023-04-19","14:10:45","Northern","Burera","voka","Avocado","wholesaler","Burera","bicycle,moto,walk","voka"
526,"2023-04-19","14:12:31","Eastern","Nyagatare","ibitoki(byoguteka)","Banana Cooking","wholesaler","Nyagatare","moto,walk","ibitoki(byoguteka)"
527,"2023-04-19","14:18:17","Northern","Burera","ibitoki(byoguteka)","Banana Cooking","bulk_market","Burera","walk","ibitoki(byoguteka)"
528,"2023-04-19","14:21:28","Northern","Gakenke","beterave","Beetroot","wholesaler","Gakenke,rubavu","car","beterave"
529,"2023-04-19","14:25:15","Northern","Burera","ibisheke","Sugarcane","wholesaler","Burera","walk","ibisheke"
530,"2023-04-19","14:26:14","Northern","Burera","ibitoki(byoguteka)","Banana Cooking","bulk_market","Burera","walk","ibitoki(byoguteka)"
531,"2023-04-19","14:27:11","Northern","Gicumbi","inanasi","Pineapple","wholesaler","Gicumbi","walk","inanasi"
532,"2023-04-19","14:27:11","Northern","Gicumbi","amatunda","Passionfruit","own_farm","Gicumbi","walk","amatunda"
533,"2023-04-19","14:27:11","Northern","Gicumbi","amapera","Guava","own_farm","Gicumbi","walk","amapera"
534,"2023-04-19","14:28:35","Northern","Gakenke","ibigori","Maize","farm_group","Gakenke","walk","ibigori"
535,"2023-04-19","14:28:35","Northern","Gakenke","ibishyimbo","Field Beans","wholesaler","Gakenke","walk","ibishyimbo"
536,"2023-04-19","14:28:35","Northern","Gakenke","amasaka","Sorghum","wholesaler","Gakenke","walk","amasaka"
537,"2023-04-19","14:29:58","Northern","Burera","ibitoki(byoguteka)","Banana Cooking","bulk_market","Burera","walk","ibitoki(byoguteka)"
538,"2023-04-19","14:33:19","Northern","Burera","ibitunguru","Onion","wholesaler","Burera,musanze","bicycle","ibitunguru"
539,"2023-04-19","14:33:19","Northern","Burera","beterave","Beetroot","wholesaler","Musanze","bicycle,walk","beterave"
540,"2023-04-19","14:36:05","Northern","Gakenke","dodo","Amaranth Leaves","bulk_market","Gakenke","walk","dodo"
541,"2023-04-19","14:38:20","Northern","Burera","inanasi","Pineapple","bulk_market","Gakenke","walk","inanasi"
542,"2023-04-19","14:40:56","Northern","Gicumbi","inanasi","Pineapple","wholesaler","Gicumbi","walk","inanasi"
543,"2023-04-19","14:40:56","Northern","Gicumbi","amatunda","Passionfruit","wholesaler","Gicumbi","walk","amatunda"
544,"2023-04-19","14:40:56","Northern","Gicumbi","amapera","Guava","own_farm","Gicumbi","walk","amapera"
545,"2023-04-19","14:46:26","Northern","Burera","ibinyomoro","Tree Tomato","wholesaler","Musanze","bicycle,walk","ibinyomoro"
546,"2023-04-19","14:46:26","Northern","Burera","amatunda","Passionfruit","wholesaler","Burera","bicycle,walk","amatunda"
547,"2023-04-19","14:46:26","Northern","Burera","ibitunguru","Onion","wholesaler","Musanze","bicycle,walk","ibitunguru"
548,"2023-04-19","14:47:37","Northern","Burera","inanasi","Pineapple","bulk_market","Gakenke","walk","inanasi"
549,"2023-04-19","14:51:16","Eastern","Nyagatare","ubunyobwa","Ground Nuts","wholesaler","Other","walk","ubunyobwa"
550,"2023-04-19","14:51:16","Eastern","Nyagatare","ibitoki(byoguteka)","Banana Cooking","wholesaler","Nyagatare","walk","ibitoki(byoguteka)"
551,"2023-04-19","14:58:10","Northern","Gakenke","amateke","Taro","own_farm","Gakenke","bicycle,walk","amateke"
552,"2023-04-19","14:58:28","Southern","Nyaruguru","amateke","Taro","wholesaler","Nyaruguru","walk","amateke"
553,"2023-04-19","14:58:28","Southern","Nyaruguru","ibigori","Maize","wholesaler","Nyaruguru","walk","ibigori"
554,"2023-04-19","14:58:28","Southern","Nyaruguru","ibitoki(by`imineke","Banana Beer","bulk_market","Nyaruguru","walk","ibitoki(by`imineke"
555,"2023-04-19","15:01:06","Northern","Gicumbi","voka","Avocado","bulk_market","Gicumbi","walk","voka"
556,"2023-04-19","15:01:31","Northern","Burera","amapera","Guava","wholesaler","Gakenke","walk","amapera"
557,"2023-04-19","15:02:28","Northern","Gakenke","amateke","Taro","farm_group","Gakenke","bicycle","amateke"
558,"2023-04-19","15:06:14","Northern","Gicumbi","inanasi","Pineapple","wholesaler","Gicumbi","walk","inanasi"
559,"2023-04-19","15:06:14","Northern","Gicumbi","amatunda","Passionfruit","wholesaler","Gicumbi","walk","amatunda"
560,"2023-04-19","15:06:14","Northern","Gicumbi","amapera","Guava","own_farm","Gicumbi","walk","amapera"
561,"2023-04-19","15:06:36","Northern","Gakenke","amateke","Taro","bulk_market","Gakenke","bicycle,walk","amateke"
562,"2023-04-19","15:08:55","Southern","Nyaruguru","ibigori","Maize","wholesaler","Nyaruguru","walk","ibigori"
563,"2023-04-19","15:08:55","Southern","Nyaruguru","imyumbati","Cassava Root","wholesaler","Nyaruguru","walk","imyumbati"
564,"2023-04-19","15:08:55","Southern","Nyaruguru","amashu","Cabbage","wholesaler","Nyaruguru","walk","amashu"
565,"2023-04-19","15:09:02","Northern","Burera","amapera","Guava","wholesaler","Gakenke","bicycle,walk","amapera"
566,"2023-04-19","15:10:41","Northern","Gicumbi","ibinyomoro","Tree Tomato","wholesaler","Gicumbi","walk","ibinyomoro"
567,"2023-04-19","15:10:41","Northern","Gicumbi","ipapayi","Papaya","own_farm","Gicumbi","walk","ipapayi"
568,"2023-04-19","15:10:41","Northern","Gicumbi","ibitoki(by`imineke","Banana Beer","own_farm","Gicumbi","walk","ibitoki(by`imineke"
569,"2023-04-19","15:11:55","Eastern","Nyagatare","umuceri","Rice","wholesaler","Nyagatare","moto,walk","umuceri"
570,"2023-04-19","15:11:55","Eastern","Nyagatare","ubunyobwa","Ground Nuts","wholesaler","Nyagatare","moto,walk","ubunyobwa"
571,"2023-04-19","15:12:34","Northern","Gakenke","imyumbati","Cassava Root","farm_group","Gakenke","bicycle,walk","imyumbati"
572,"2023-04-19","15:12:34","Northern","Gakenke","amateke","Taro","farm_group","Gakenke","bicycle,walk","amateke"
573,"2023-04-19","15:13:45","Northern","Gicumbi","voka","Avocado","bulk_market","Rulindo","walk","voka"
574,"2023-04-19","15:14:28","Northern","Gakenke","amateke","Taro","neighbour_farm","Gakenke","walk","amateke"
575,"2023-04-19","15:14:34","Northern","Gicumbi","ibinyomoro","Tree Tomato","wholesaler","Gicumbi","walk","ibinyomoro"
576,"2023-04-19","15:14:34","Northern","Gicumbi","ipapayi","Papaya","wholesaler","Gicumbi","walk","ipapayi"
577,"2023-04-19","15:14:34","Northern","Gicumbi","ibitoki(by`imineke","Banana Beer","wholesaler","Gicumbi","walk","ibitoki(by`imineke"
578,"2023-04-19","15:15:22","Northern","Burera","amapera","Guava","wholesaler","Burera","bicycle,walk","amapera"
579,"2023-04-19","15:15:22","Northern","Burera","voka","Avocado","wholesaler","Burera","bicycle,walk","voka"
580,"2023-04-19","15:18:48","Southern","Nyaruguru","amateke","Taro","wholesaler","Nyaruguru","bicycle,bus","amateke"
581,"2023-04-19","15:18:48","Southern","Nyaruguru","ibijumbaby`umweru","Sweet Potatoes White","wholesaler","Nyaruguru","bicycle,bus","ibijumbaby`umweru"
582,"2023-04-19","15:18:48","Southern","Nyaruguru","amashu","Cabbage","wholesaler","Nyaruguru","bicycle,bus","amashu"
583,"2023-04-19","15:19:26","Northern","Gicumbi","ibinyomoro","Tree Tomato","wholesaler","Gicumbi","walk","ibinyomoro"
584,"2023-04-19","15:19:26","Northern","Gicumbi","ipapayi","Papaya","wholesaler","Gicumbi","walk","ipapayi"
585,"2023-04-19","15:19:26","Northern","Gicumbi","ibitoki(by`imineke","Banana Beer","wholesaler","Gicumbi","walk","ibitoki(by`imineke"
586,"2023-04-19","15:20:59","Northern","Gakenke","amapera","Guava","bulk_market","Gakenke,ruhango","walk","amapera"
587,"2023-04-19","15:21:45","Southern","Nyaruguru","ibitunguru","Onion","bulk_market","Huye","walk","ibitunguru"
588,"2023-04-19","15:21:45","Southern","Nyaruguru","ibitoki(byoguteka)","Banana Cooking","wholesaler","Nyaruguru","walk","ibitoki(byoguteka)"
589,"2023-04-19","15:21:45","Southern","Nyaruguru","ibirayi","Potato","farm_group","Nyaruguru","walk","ibirayi"
590,"2023-04-19","15:23:50","Northern","Burera","ibitunguru","Onion","wholesaler","Musanze","walk","ibitunguru"
591,"2023-04-19","15:23:50","Northern","Burera","karoti","Carrot","wholesaler","Burera","walk","karoti"
592,"2023-04-19","15:23:50","Northern","Burera","beterave","Beetroot","wholesaler","Musanze","walk","beterave"
593,"2023-04-19","15:24:08","Northern","Gakenke","amateke","Taro","farm_group","Gakenke","walk","amateke"
594,"2023-04-19","15:24:23","Northern","Gicumbi","ibitoki(byoguteka)","Banana Cooking","wholesaler","Gicumbi","walk","ibitoki(byoguteka)"
595,"2023-04-19","15:27:22","Northern","Gicumbi","ibitoki(byoguteka)","Banana Cooking","wholesaler","Gicumbi","walk","ibitoki(byoguteka)"
596,"2023-04-19","15:28:19","Southern","Nyaruguru","amateke","Taro","wholesaler","Nyaruguru","walk","amateke"
597,"2023-04-19","15:28:19","Southern","Nyaruguru","ibigori","Maize","wholesaler","Nyaruguru","walk","ibigori"
598,"2023-04-19","15:28:19","Southern","Nyaruguru","amashu","Cabbage","wholesaler","Nyaruguru","walk","amashu"
599,"2023-04-19","15:28:28","Northern","Gakenke","isombe","Cassava Leaves","farm_group","Gakenke","bicycle,walk","isombe"
600,"2023-04-19","15:31:27","Northern","Gicumbi","ibitoki(byoguteka)","Banana Cooking","wholesaler","Gicumbi","walk","ibitoki(byoguteka)"
601,"2023-04-19","15:34:25","Northern","Gicumbi","ibitoki(byoguteka)","Banana Cooking","wholesaler","Gicumbi","walk","ibitoki(byoguteka)"
602,"2023-04-19","15:35:08","Eastern","Nyagatare","ubunyobwa","Ground Nuts","wholesaler","Nyagatare","moto,walk","ubunyobwa"
603,"2023-04-19","15:35:08","Eastern","Nyagatare","umuceri","Rice","wholesaler","Other","moto,walk","umuceri"
604,"2023-04-19","15:37:40","Southern","Nyaruguru","inyanya","Tomato","bulk_market","Huye","bus","inyanya"
605,"2023-04-19","15:37:40","Southern","Nyaruguru","ibitunguru","Onion","bulk_market","Huye","bus","ibitunguru"
606,"2023-04-19","15:37:40","Southern","Nyaruguru","karoti","Carrot","bulk_market","Huye","bus","karoti"
607,"2023-04-19","15:39:56","Northern","Gicumbi","ibijumbaby`umweru","Sweet Potatoes White","wholesaler","Gicumbi","walk","ibijumbaby`umweru"
608,"2023-04-19","15:42:34","Northern","Gicumbi","ibijumbaby`umweru","Sweet Potatoes White","wholesaler","Gicumbi","walk","ibijumbaby`umweru"
609,"2023-04-19","15:45:09","Northern","Gicumbi","ibirayi","Potato","own_farm","Gicumbi","walk","ibirayi"
610,"2023-04-19","15:46:47","Southern","Nyaruguru","ibitunguru","Onion","bulk_market","Huye","walk","ibitunguru"
611,"2023-04-19","15:46:47","Southern","Nyaruguru","inyanya","Tomato","bulk_market","Huye","walk","inyanya"
612,"2023-04-19","15:46:47","Southern","Nyaruguru","karoti","Carrot","bulk_market","Huye","walk","karoti"
613,"2023-04-19","15:48:21","Northern","Gicumbi","ibirayi","Potato","wholesaler","Gicumbi","walk","ibirayi"
614,"2023-04-19","15:48:51","Southern","Nyaruguru","imiteja","Faba Beans","bulk_market","Huye","car","imiteja"
615,"2023-04-19","15:48:51","Southern","Nyaruguru","amagi","Eggs","bulk_market","Nyaruguru","walk","amagi"
616,"2023-04-19","15:48:51","Southern","Nyaruguru","urusenda","Chilli","wholesaler","Nyaruguru","walk","urusenda"
617,"2023-04-19","15:50:30","Northern","Gicumbi","ibirayi","Potato","wholesaler","Gicumbi","walk","ibirayi"
618,"2023-04-19","15:52:30","Northern","Gicumbi","ibigori","Maize","wholesaler","Gicumbi","walk","ibigori"
619,"2023-04-19","15:52:30","Northern","Gicumbi","ibishyimbo","Field Beans","wholesaler","Gakenke,gicumbi","walk","ibishyimbo"
620,"2023-04-19","15:57:15","Northern","Gicumbi","ibigori","Maize","wholesaler","Gicumbi","walk","ibigori"
621,"2023-04-19","15:57:15","Northern","Gicumbi","ibishyimbo","Field Beans","wholesaler","Gicumbi","walk","ibishyimbo"
622,"2023-04-19","15:58:43","Southern","Nyaruguru","ibinyomoro","Tree Tomato","bulk_market","Nyaruguru","walk","ibinyomoro"
623,"2023-04-19","15:58:43","Southern","Nyaruguru","inyanya","Tomato","bulk_market","Huye","walk","inyanya"
624,"2023-04-19","15:58:43","Southern","Nyaruguru","ipapayi","Papaya","bulk_market","Huye,nyaruguru","walk","ipapayi"
625,"2023-04-19","16:00:41","Northern","Gicumbi","ibigori","Maize","wholesaler","Gicumbi","walk","ibigori"
626,"2023-04-19","16:00:41","Northern","Gicumbi","ibishyimbo","Field Beans","wholesaler","Gicumbi","walk","ibishyimbo"
627,"2023-04-19","16:01:58","Eastern","Nyagatare","umuceri","Rice","wholesaler","Nyagatare","walk","umuceri"
628,"2023-04-19","16:03:58","Southern","Nyaruguru","soya","Soya Beans","wholesaler","Don't Know,nyaruguru","car","soya"
629,"2023-04-19","16:03:58","Southern","Nyaruguru","ibigori","Maize","own_farm","Nyaruguru","walk","ibigori"
630,"2023-04-19","16:03:58","Southern","Nyaruguru","amasaka","Sorghum","bulk_market","Huye,ruhango","walk","amasaka"
631,"2023-04-19","16:05:28","Northern","Gicumbi","amashaza","Green Peas","wholesaler","Gicumbi","walk","amashaza"
632,"2023-04-19","16:07:44","Southern","Nyaruguru","ibinyomoro","Tree Tomato","bulk_market","Nyaruguru","walk","ibinyomoro"
633,"2023-04-19","16:07:44","Southern","Nyaruguru","ipapayi","Papaya","wholesaler","Nyaruguru","walk","ipapayi"
634,"2023-04-19","16:07:44","Southern","Nyaruguru","amapera","Guava","bulk_market","Huye","walk","amapera"
635,"2023-04-19","16:09:53","Northern","Gicumbi","ingano","Barley","wholesaler","Gicumbi","walk","ingano"
636,"2023-04-19","16:09:53","Northern","Gicumbi","amashaza","Green Peas","wholesaler","Gicumbi","walk","amashaza"
637,"2023-04-19","16:13:18","Northern","Gicumbi","ingano","Barley","wholesaler","Gicumbi","walk","ingano"
638,"2023-04-19","16:13:18","Northern","Gicumbi","umuceri","Rice","wholesaler","Gicumbi,other","walk","umuceri"
639,"2023-04-19","16:16:41","Southern","Nyaruguru","ibinyomoro","Tree Tomato","bulk_market","Huye","walk","ibinyomoro"
641,"2023-04-19","16:16:41","Southern","Nyaruguru","amafi","Fish","bulk_market","Huye","walk","amafi"
642,"2023-04-19","16:20:36","Eastern","Nyagatare","amagi","Eggs","wholesaler","Nyagatare","walk","amagi"
643,"2023-04-19","16:24:18","Southern","Nyaruguru","soya","Soya Beans","bulk_market","Nyaruguru","walk","soya"
644,"2023-04-19","16:24:18","Southern","Nyaruguru","ibigori","Maize","bulk_market","Nyaruguru","walk","ibigori"
645,"2023-04-19","16:24:18","Southern","Nyaruguru","amasaka","Sorghum","bulk_market","Huye","walk","amasaka"
647,"2023-04-19","16:32:46","Southern","Nyaruguru","amafi","Fish","bulk_market","Karongi","walk","amafi"
648,"2023-04-19","16:36:56","Southern","Nyaruguru","soya","Soya Beans","wholesaler","Ruhango","walk","soya"
649,"2023-04-19","16:36:56","Southern","Nyaruguru","amasaka","Sorghum","wholesaler","Nyaruguru","walk","amasaka"
650,"2023-04-19","16:36:56","Southern","Nyaruguru","ibigori","Maize","wholesaler","Nyaruguru","walk","ibigori"
651,"2023-04-19","16:38:14","Southern","Nyaruguru","amafi","Fish","bulk_market","Nyarungenge","walk","amafi"
652,"2023-04-19","16:47:00","Southern","Nyaruguru","imiteja","Faba Beans","farm_group","Nyaruguru","walk","imiteja"
653,"2023-04-19","16:47:00","Southern","Nyaruguru","biringanya","Aubergine","farm_group","Nyaruguru,ruhango","walk","biringanya"
654,"2023-04-19","16:47:48","Southern","Nyaruguru","ipapayi","Papaya","bulk_market","Huye","walk","ipapayi"
655,"2023-04-19","16:51:39","Southern","Nyaruguru","imiteja","Faba Beans","bulk_market","Huye","walk","imiteja"
656,"2023-04-19","16:51:39","Southern","Nyaruguru","biringanya","Aubergine","farm_group","Nyaruguru","walk","biringanya"
657,"2023-04-19","17:00:45","Southern","Nyaruguru","amapera","Guava","bulk_market","Nyaruguru","walk","amapera"
658,"2023-04-19","17:00:45","Southern","Nyaruguru","urusenda","Chilli","neighbour_farm","Nyaruguru","walk","urusenda"
659,"2023-04-19","17:06:40","Southern","Nyaruguru","amapera","Guava","bulk_market","Nyaruguru","car,walk","amapera"
660,"2023-04-19","17:06:40","Southern","Nyaruguru","urusenda","Chilli","wholesaler","Nyaruguru","walk","urusenda"
661,"2023-04-20","10:53:54","Eastern","Kirehe","dodo","Amaranth Leaves","farm_group","Kirehe","bicycle,moto,walk","dodo"
662,"2023-04-20","10:53:54","Eastern","Kirehe","beterave","Beetroot","neighbour_farm","Kirehe","bicycle,moto,walk","beterave"
663,"2023-04-20","10:53:54","Eastern","Kirehe","karoti","Carrot","wholesaler","Kirehe","bicycle,moto,walk","karoti"
664,"2023-04-20","10:56:10","Southern","Nyaruguru","ibijumbaby`umweru","Sweet Potatoes White","bulk_market","Nyaruguru","walk","ibijumbaby`umweru"
665,"2023-04-20","10:56:10","Southern","Nyaruguru","imyumbati","Cassava Root","wholesaler","Nyaruguru","walk","imyumbati"
669,"2023-04-20","10:56:48","Northern","Musanze","ibitoki(by`imineke","Banana Beer","farm_group","Nyabihu","walk","ibitoki(by`imineke"
670,"2023-04-20","10:59:43","Southern","Nyaruguru","ibisheke","Sugarcane","bulk_market","Don't Know","walk","ibisheke"
671,"2023-04-20","11:06:10","Southern","Nyaruguru","ibitoki(by`imineke","Banana Beer","bulk_market","Huye","walk","ibitoki(by`imineke"
672,"2023-04-20","11:06:10","Southern","Nyaruguru","voka","Avocado","bulk_market","Huye","walk","voka"
673,"2023-04-20","11:11:03","Eastern","Bugesera","ibinyomoro","Tree Tomato","bulk_market","Nyarungenge","bicycle","ibinyomoro"
674,"2023-04-20","11:11:03","Eastern","Bugesera","amatunda","Passionfruit","bulk_market","Nyarungenge","bicycle","amatunda"
675,"2023-04-20","11:11:03","Eastern","Bugesera","ibitoki(by`imineke","Banana Beer","bulk_market","Ngoma","bicycle","ibitoki(by`imineke"
678,"2023-04-20","11:11:42","Northern","Musanze","ibitoki(by`imineke","Banana Beer","bulk_market","Nyabihu","bicycle,walk","ibitoki(by`imineke"
679,"2023-04-20","11:19:08","Southern","Nyaruguru","inyamaz`inka","Cow Meat","wholesaler","Nyaruguru","walk","inyamaz`inka"
680,"2023-04-20","11:19:58","Eastern","Kirehe","karoti","Carrot","neighbour_farm","Kirehe","bicycle,walk","karoti"
681,"2023-04-20","11:19:58","Eastern","Kirehe","amashaza","Green Peas","farm_group","Ngoma","bicycle,walk","amashaza"
682,"2023-04-20","11:19:58","Eastern","Kirehe","imiteja","Faba Beans","wholesaler","Nyarungenge","bicycle,walk","imiteja"
683,"2023-04-20","11:21:44","Northern","Musanze","ibinyomoro","Tree Tomato","wholesaler","Musanze","walk","ibinyomoro"
687,"2023-04-20","11:32:06","Eastern","Kirehe","ibitunguru","Onion","bulk_market","Kirehe","moto","ibitunguru"
688,"2023-04-20","11:32:06","Eastern","Kirehe","biringanya","Aubergine","wholesaler","Kirehe","moto","biringanya"
689,"2023-04-20","11:36:33","Eastern","Bugesera","ibinyomoro","Tree Tomato","bulk_market","Nyarungenge","walk","ibinyomoro"
690,"2023-04-20","11:36:33","Eastern","Bugesera","amatunda","Passionfruit","bulk_market","Nyarungenge","walk","amatunda"
691,"2023-04-20","11:36:33","Eastern","Bugesera","ibitoki(by`imineke","Banana Beer","bulk_market","Ngoma","walk","ibitoki(by`imineke"
692,"2023-04-20","11:41:11","Northern","Musanze","ibinyomoro","Tree Tomato","farm_group","Musanze,nyabihu","moto,walk","ibinyomoro"
693,"2023-04-20","11:41:11","Northern","Musanze","amatunda","Passionfruit","farm_group","Musanze","moto,walk","amatunda"
694,"2023-04-20","11:41:11","Northern","Musanze","ibitoki(by`imineke","Banana Beer","bulk_market","Nyabihu","moto,walk","ibitoki(by`imineke"
695,"2023-04-20","11:46:53","Eastern","Kirehe","imiteja","Faba Beans","wholesaler","Kirehe","moto","imiteja"
696,"2023-04-20","11:46:53","Eastern","Kirehe","amashu","Cabbage","wholesaler","Kirehe","moto","amashu"
697,"2023-04-20","11:46:53","Eastern","Kirehe","urusenda","Chilli","farm_group","Kirehe","moto","urusenda"
698,"2023-04-20","11:53:44","Eastern","Bugesera","ibitoki(by`imineke","Banana Beer","bulk_market","Ngoma","walk","ibitoki(by`imineke"
699,"2023-04-20","11:53:44","Eastern","Bugesera","ibinyomoro","Tree Tomato","bulk_market","Nyarungenge","walk","ibinyomoro"
700,"2023-04-20","11:53:44","Eastern","Bugesera","amatunda","Passionfruit","bulk_market","Nyarungenge","walk","amatunda"
701,"2023-04-20","11:56:02","Eastern","Kirehe","biringanya","Aubergine","wholesaler","Kirehe","bicycle,moto,walk","biringanya"
702,"2023-04-20","11:56:02","Eastern","Kirehe","urusenda","Chilli","wholesaler","Kirehe","bicycle","urusenda"
703,"2023-04-20","11:56:02","Eastern","Kirehe","beterave","Beetroot","wholesaler","Kirehe","bicycle,moto","beterave"
704,"2023-04-20","11:59:24","Northern","Rulindo","biringanya","Aubergine","wholesaler","Rulindo","walk","biringanya"
705,"2023-04-20","11:59:24","Northern","Rulindo","inyanya","Tomato","wholesaler","Rulindo","walk","inyanya"
706,"2023-04-20","11:59:24","Northern","Rulindo","karoti","Carrot","wholesaler","Rulindo","walk","karoti"
707,"2023-04-20","12:08:52","Eastern","Kirehe","inyanya","Tomato","wholesaler","Kirehe","bicycle,walk","inyanya"
708,"2023-04-20","12:08:52","Eastern","Kirehe","imiteja","Faba Beans","wholesaler","Kirehe","bicycle,walk","imiteja"
709,"2023-04-20","12:08:52","Eastern","Kirehe","biringanya","Aubergine","wholesaler","Kirehe","bicycle,walk","biringanya"
710,"2023-04-20","12:14:07","Northern","Musanze","ibinyomoro","Tree Tomato","wholesaler","Musanze","moto,walk","ibinyomoro"
711,"2023-04-20","12:14:07","Northern","Musanze","amatunda","Passionfruit","wholesaler","Musanze","moto,walk","amatunda"
712,"2023-04-20","12:14:07","Northern","Musanze","voka","Avocado","wholesaler","Musanze","moto,walk","voka"
713,"2023-04-20","12:16:08","Eastern","Kirehe","amashu","Cabbage","farm_group","Kirehe","bus,moto,walk","amashu"
714,"2023-04-20","12:16:08","Eastern","Kirehe","dodo","Amaranth Leaves","farm_group","Kirehe","bus,moto,walk","dodo"
715,"2023-04-20","12:16:33","Northern","Rulindo","inyanya","Tomato","bulk_market","Rulindo","bicycle","inyanya"
716,"2023-04-20","12:16:33","Northern","Rulindo","biringanya","Aubergine","bulk_market","Rulindo","bicycle","biringanya"
717,"2023-04-20","12:16:33","Northern","Rulindo","karoti","Carrot","bulk_market","Rulindo","bicycle","karoti"
718,"2023-04-20","12:18:05","Eastern","Bugesera","ipapayi","Papaya","wholesaler","Bugesera","moto,walk","ipapayi"
