"","date","time","Province","District","items_sold_label","Food Item - English","source_channel","source_location","market_transport"
"278",2024-01-04,"13:21:37","Northern","Gicumbi","ibitoki","Banana Cooking","wholesaler","Gicumbi","bicycle"
"279",2024-01-04,"13:21:27","Northern","Burera","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Burera","walk"
"281",2024-01-04,"13:21:06","Northern","Gicumbi","inyanya","Tomato","wholesaler","Gatsibo","moto"
"282",2024-01-04,"13:20:45","Kigali","Nyarugenge","ibihaza","Pumpkin","wholesaler","Nyarugenge","walk"
"283",2024-01-04,"13:20:24","Eastern","Kayonza","ibigori","Maize","cooperative","Gasabo","car"
"285",2024-01-04,"13:20:10","Northern","Burera","karoti","Carrot","neighbour_farm","Burera","bicycle"
"286",2024-01-04,"13:20:05","Western","Rusizi","beterave","Beetroot","wholesaler","Rusizi","car"
"287",2024-01-04,"13:19:50","Southern","Nyaruguru","ingano za sayiri","Barley","wholesaler","Huye","car"
"289",2024-01-04,"13:19:36","Eastern","Bugesera","amashu","Cabbage","neighbour_farm","Bugesera","car"
"290",2024-01-04,"13:19:31","Southern","Huye","soya","Soya Beans","neighbour_farm","Huye","bicycle"
"291",2024-01-04,"13:19:24","Kigali","Gasabo","karoti","Carrot","wholesaler","Gasabo","truck"
"292",2024-01-04,"13:19:21","Northern","Musanze","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Musanze","car"
"293",2024-01-04,"13:19:11","Eastern","Bugesera","ibishyimbo byumye","Field Beans","wholesaler","Bugesera","moto"
"295",2024-01-04,"13:18:58","Southern","Nyamagabe","amateke ya taro","Taro","neighbour_farm","Nyamagabe","bicycle"
"296",2024-01-04,"13:18:41","Kigali","Gasabo","ibirayi","Potato","wholesaler","Don't Know","bus"
"298",2024-01-04,"13:18:22","Kigali","Gasabo","ipapayi","Papaya","wholesaler","Kayonza","car"
"299",2024-01-04,"13:18:00","Southern","Kamonyi","ibitoki","Banana Cooking","wholesaler","Muhanga","car"
"300",2024-01-04,"13:17:54","Western","Rusizi","ibitoki","Banana Cooking","wholesaler","Rusizi","walk"
"301",2024-01-04,"13:17:51","Eastern","Nyagatare","ibitunguru","Onion","wholesaler","Nyagatare","bicycle"
"302",2024-01-04,"13:17:50","Northern","Gakenke","ibitunguru","Onion","neighbour_farm","Gasabo","truck"
"303",2024-01-04,"13:17:43","Kigali","Kicukiro","imiteja","Faba Beans","neighbour_farm","Kicukiro","walk"
"305",2024-01-04,"13:17:18","Kigali","Gasabo","urusenda","Chilli","wholesaler","Gasabo","car"
"306",2024-01-04,"13:17:16","Kigali","Nyarugenge","amateke ya taro","Taro","wholesaler","Nyarugenge","walk"
"307",2024-01-04,"13:16:57","Northern","Musanze","imiteja","Faba Beans","wholesaler","Musanze","moto"
"308",2024-01-04,"13:16:50","Western","Nyamasheke","ibitunguru","Onion","wholesaler","Nyamasheke","walk"
"309",2024-01-04,"13:16:49","Eastern","Kayonza","ibitunguru","Onion","wholesaler","Gatsibo","bicycle"
"310",2024-01-04,"13:16:39","Southern","Nyanza","urusenda","Chilli","wholesaler","Nyanza","walk"
"311",2024-01-04,"13:16:33","Northern","Musanze","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Gakenke","car"
"312",2024-01-04,"13:16:01","Northern","Gicumbi","ibitunguru","Onion","neighbour_farm","Gicumbi","moto"
"313",2024-01-04,"13:15:44","Eastern","Nyagatare","avoka","Avocado","wholesaler","Nyagatare","bicycle"
"314",2024-01-04,"13:15:41","Northern","Burera","intoryi","Aubergine","neighbour_farm","Burera","walk"
"315",2024-01-04,"13:15:39","Southern","Nyanza","soya","Soya Beans","neighbour_farm","Nyanza","bicycle"
"316",2024-01-04,"13:15:33","Northern","Rulindo","amashu","Cabbage","neighbour_farm","Rulindo","walk"
"317",2024-01-04,"13:15:03","Eastern","Ngoma","amateke ya taro","Taro","neighbour_farm","Ngoma","bicycle"
"318",2024-01-04,"13:15:01","Eastern","Kayonza","ibishyimbo byumye","Field Beans","neighbour_farm","Kayonza","bicycle"
"319",2024-01-04,"13:14:47","Northern","Gakenke","inyanya","Tomato","wholesaler","Gakenke","bicycle"
"320",2024-01-04,"13:14:06","Western","Nyamasheke","karoti","Carrot","wholesaler","Nyamasheke","walk"
"321",2024-01-04,"13:14:05","Kigali","Gasabo","imboga za dodo","Amaranth Leaves","wholesaler","Gasabo","car"
"322",2024-01-04,"13:13:57","Northern","Gakenke","amashu","Cabbage","own_farm","Gakenke","car"
"323",2024-01-04,"13:13:57","Western","Rutsiro","ibirayi","Potato","neighbour_farm","Rutsiro","walk"
"324",2024-01-04,"13:13:55","Western","Nyamasheke","urusenda","Chilli","neighbour_farm","Nyamasheke","walk"
"325",2024-01-04,"13:13:47","Kigali","Nyarugenge","ibishyimbo byumye","Field Beans","wholesaler","Nyarugenge","bicycle"
"326",2024-01-04,"13:13:46","Kigali","Nyarugenge","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Nyarugenge","walk"
"327",2024-01-04,"13:13:32","Eastern","Nyagatare","karoti","Carrot","wholesaler","Nyagatare","walk"
"328",2024-01-04,"13:13:13","Northern","Gicumbi","ibijumba_bisa_oranje","Sweet Potatoes Orange","own_farm","Gicumbi","bicycle"
"329",2024-01-04,"13:13:07","Eastern","Rwamagana","amagi","Eggs","cooperative","Rwamagana","bicycle"
"330",2024-01-04,"13:12:51","Eastern","Ngoma","ibitoki","Banana Cooking","own_farm","Ngoma","car"
"331",2024-01-04,"13:12:38","Southern","Muhanga","inyama z'inka","Cow Meat","neighbour_farm","Muhanga","walk"
"332",2024-01-04,"13:12:28","Eastern","Rwamagana","inanasi","Pineapple","wholesaler","Kayonza","moto"
"333",2024-01-04,"13:11:16","Northern","Rulindo","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Rulindo","bicycle"
"334",2024-01-04,"13:11:10","Western","Rusizi","avoka","Avocado","wholesaler","Rusizi","walk"
"335",2024-01-04,"13:11:05","Eastern","Gatsibo","beterave","Beetroot","wholesaler","Nyagatare","bicycle"
"336",2024-01-04,"13:11:01","Southern","Nyamagabe","urusenda","Chilli","neighbour_farm","Nyamagabe","walk"
"337",2024-01-04,"13:10:21","Western","Nyamasheke","inyanya","Tomato","wholesaler","Nyamasheke","bicycle"
"338",2024-01-04,"13:10:17","Northern","Gakenke","imboga za dodo","Amaranth Leaves","neighbour_farm","Gakenke","bicycle"
"339",2024-01-04,"13:09:33","Northern","Gicumbi","amashaza","Green Peas","neighbour_farm","Gicumbi","moto"
"340",2024-01-04,"13:09:31","Northern","Musanze","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Gakenke","car"
"341",2024-01-04,"13:09:27","Southern","Kamonyi","intoryi","Aubergine","wholesaler","Kamonyi","bicycle"
"342",2024-01-04,"13:09:26","Southern","Kamonyi","imyembe","Mango","wholesaler","Don't Know","moto"
"343",2024-01-04,"13:09:02","Kigali","Nyarugenge","imyumbati","Cassava Root","wholesaler","Nyarugenge","walk"
"344",2024-01-04,"13:08:54","Southern","Kamonyi","avoka","Avocado","neighbour_farm","Kamonyi","car"
"345",2024-01-04,"13:08:52","Kigali","Nyarugenge","imboga za dodo","Amaranth Leaves","wholesaler","Nyarugenge","bicycle"
"346",2024-01-04,"13:08:46","Western","Nyamasheke","karoti","Carrot","neighbour_farm","Nyamasheke","walk"
"347",2024-01-04,"13:08:30","Eastern","Nyagatare","ibitoki","Banana Cooking","wholesaler","Nyagatare","moto"
"349",2024-01-04,"13:08:21","Eastern","Ngoma","ibijumba_by'_umweru","Sweet Potatoes White","own_farm","Ngoma","bicycle"
"350",2024-01-04,"13:08:13","Kigali","Nyarugenge","urusenda","Chilli","wholesaler","Nyarugenge","moto"
"351",2024-01-04,"13:08:05","Northern","Burera","ibitoki","Banana Cooking","wholesaler","Burera","bicycle"
"352",2024-01-04,"13:07:52","Eastern","Gatsibo","ibitunguru","Onion","own_farm","Gatsibo","bicycle"
"353",2024-01-04,"13:07:46","Southern","Nyamagabe","karoti","Carrot","neighbour_farm","Nyamagabe","bicycle"
"354",2024-01-04,"13:07:19","Eastern","Nyagatare","inanasi","Pineapple","wholesaler","Nyagatare","bicycle"
"355",2024-01-04,"13:07:16","Southern","Nyaruguru","ipapayi","Papaya","wholesaler","Nyaruguru","bicycle"
"356",2024-01-04,"13:07:09","Southern","Nyaruguru","avoka","Avocado","wholesaler","Huye","car"
"357",2024-01-04,"13:07:07","Southern","Muhanga","inyama z'inka","Cow Meat","wholesaler","Muhanga","car"
"359",2024-01-04,"13:06:56","Southern","Nyanza","ibishyimbo byumye","Field Beans","cooperative","Nyanza","bicycle"
"360",2024-01-04,"13:06:56","Western","Rubavu","ibishyimbo byumye","Field Beans","wholesaler","Rubavu","bicycle"
"362",2024-01-04,"13:06:46","Northern","Rulindo","ibirayi","Potato","neighbour_farm","Burera","bicycle"
"363",2024-01-04,"13:06:44","Eastern","Rwamagana","amashu","Cabbage","neighbour_farm","Rwamagana","car"
"364",2024-01-04,"13:06:43","Southern","Muhanga","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Gasabo","truck"
"365",2024-01-04,"13:06:42","Western","Rubavu","karoti","Carrot","wholesaler","Rubavu","car"
"366",2024-01-04,"13:06:41","Eastern","Gatsibo","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Gatsibo","bicycle"
"367",2024-01-04,"13:06:41","Northern","Gicumbi","ibitunguru","Onion","neighbour_farm","Gicumbi","bicycle"
"368",2024-01-04,"13:06:40","Northern","Gakenke","ibishyimbo byumye","Field Beans","neighbour_farm","Gakenke","bicycle"
"369",2024-01-04,"13:06:38","Eastern","Nyagatare","imboga za dodo","Amaranth Leaves","wholesaler","Nyagatare","walk"
"370",2024-01-04,"13:06:37","Eastern","Kayonza","amashu","Cabbage","cooperative","Kayonza","bicycle"
"372",2024-01-04,"13:06:37","Eastern","Nyagatare","avoka","Avocado","neighbour_farm","Nyagatare","bicycle"
"373",2024-01-04,"13:06:36","Northern","Burera","ibirayi","Potato","neighbour_farm","Burera","walk"
"374",2024-01-04,"13:06:33","Northern","Burera","avoka","Avocado","neighbour_farm","Burera","bicycle"
"375",2024-01-04,"13:06:30","Eastern","Bugesera","inanasi","Pineapple","own_farm","Bugesera","bicycle"
"377",2024-01-04,"13:06:27","Northern","Rulindo","amashaza","Green Peas","neighbour_farm","Burera","walk"
"378",2024-01-04,"13:06:25","Southern","Nyaruguru","urusenda","Chilli","neighbour_farm","Huye","bicycle"
"379",2024-01-04,"13:06:25","Eastern","Bugesera","amashu","Cabbage","wholesaler","Bugesera","car"
"380",2024-01-04,"13:06:12","Eastern","Bugesera","amashu","Cabbage","wholesaler","Bugesera","car"
"381",2024-01-04,"13:06:11","Southern","Nyamagabe","avoka","Avocado","wholesaler","Nyamagabe","walk"
"382",2024-01-04,"13:06:08","Eastern","Gatsibo","avoka","Avocado","neighbour_farm","Gatsibo","bicycle"
"383",2024-01-04,"13:06:07","Eastern","Kayonza","ibigori","Maize","wholesaler","Kayonza","moto"
"385",2024-01-04,"13:06:04","Western","Nyabihu","imboga za dodo","Amaranth Leaves","own_farm","Gakenke","bicycle"
"386",2024-01-04,"13:05:54","Western","Rutsiro","ibitoki","Banana Cooking","neighbour_farm","Rutsiro","bicycle"
"387",2024-01-04,"13:05:48","Western","Karongi","ibitoki","Banana Cooking","wholesaler","Karongi","walk"
"388",2024-01-04,"13:05:46","Northern","Gicumbi","avoka","Avocado","wholesaler","Gicumbi","bicycle"
"389",2024-01-05,"21:52:52","Kigali","Nyarugenge","amateke ya taro","Taro","cooperative","Gasabo","bus"
"390",2024-01-05,"21:32:12","Eastern","Gatsibo","ibitunguru","Onion","wholesaler","Gatsibo","bus"
"391",2024-01-05,"17:59:15","Eastern","Kayonza","ibirayi","Potato","neighbour_farm","Kayonza","bicycle"
"392",2024-01-05,"16:38:15","Southern","Nyaruguru","ibinyomoro","Tree Tomato","wholesaler","Nyaruguru","bicycle"
"393",2024-01-05,"16:31:28","Southern","Nyaruguru","inyanya","Tomato","wholesaler","Nyaruguru","car"
"394",2024-01-05,"16:29:54","Western","Rusizi","inanasi","Pineapple","wholesaler","Rusizi","bicycle"
"396",2024-01-05,"15:35:54","Kigali","Nyarugenge","imyembe","Mango","wholesaler","Nyarugenge","moto"
"397",2024-01-05,"15:07:52","Western","Rutsiro","ibitunguru","Onion","wholesaler","Rutsiro","car"
"398",2024-01-05,"15:00:27","Western","Karongi","urusenda","Chilli","wholesaler","Karongi","car"
"399",2024-01-05,"14:46:13","Western","Nyamasheke","avoka","Avocado","wholesaler","Nyamasheke","walk"
"400",2024-01-05,"14:45:32","Kigali","Gasabo","imiteja","Faba Beans","wholesaler","Nyarugenge","moto"
"401",2024-01-05,"14:39:06","Eastern","Kayonza","ingano za sayiri","Barley","wholesaler","Kayonza","bicycle"
"402",2024-01-05,"14:38:49","Western","Rubavu","ingano za sayiri","Barley","wholesaler","Nyarugenge","moto"
"403",2024-01-05,"12:45:34","Eastern","Gatsibo","soya","Soya Beans","wholesaler","Gatsibo","bicycle"
"406",2024-01-05,"12:35:43","Eastern","Gatsibo","uburo","Millet","wholesaler","Gicumbi","moto"
"407",2024-01-05,"12:10:07","Northern","Burera","ibirayi","Potato","own_farm","Burera","walk"
"408",2024-01-05,"11:31:24","Northern","Burera","inyanya","Tomato","wholesaler","Burera","bicycle"
"409",2024-01-05,"11:25:51","Northern","Burera","amatunda","Passionfruit","wholesaler","Burera","bicycle"
"410",2024-01-05,"11:23:48","Kigali","Kicukiro","ubunyobwa","Ground Nuts","wholesaler","Gasabo","bus"
"411",2024-01-05,"11:19:38","Northern","Burera","urusenda","Chilli","wholesaler","Burera","bicycle"
"412",2024-01-05,"11:17:10","Northern","Gicumbi","amashaza","Green Peas","wholesaler","Musanze","car"
"413",2024-01-05,"10:32:38","Northern","Gicumbi","inanasi","Pineapple","wholesaler","Kirehe","bicycle"
"416",2024-01-05,"09:41:53","Northern","Musanze","ibigori","Maize","wholesaler","Musanze","car"
"417",2024-01-05,"09:06:35","Northern","Burera","ibitoki","Banana Cooking","wholesaler","Gakenke","truck"
"418",2024-01-05,"09:01:55","Western","Nyamasheke","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Nyamasheke","bicycle"
"419",2024-01-05,"09:00:39","Northern","Burera","avoka","Avocado","wholesaler","Burera","bicycle"
"421",2024-01-05,"08:53:52","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","moto"
"422",2024-01-05,"08:50:57","Eastern","Nyagatare","amashu","Cabbage","wholesaler","Nyagatare","moto"
"423",2024-01-05,"08:45:23","Kigali","Nyarugenge","ibitunguru","Onion","wholesaler","Rubavu","car"
"424",2024-01-05,"08:44:02","Northern","Musanze","ibirayi","Potato","neighbour_farm","Musanze","bicycle"
"425",2024-01-05,"07:42:44","Northern","Gicumbi","ingano","Wheat","wholesaler","Gicumbi","bicycle"
"426",2024-01-05,"07:37:09","Northern","Gicumbi","amashaza","Green Peas","neighbour_farm","Gicumbi","bicycle"
"427",2024-01-05,"07:21:24","Western","Karongi","amashu","Cabbage","neighbour_farm","Karongi","bicycle"
"428",2024-01-05,"07:08:11","Eastern","Rwamagana","ibisheke","Sugarcane","wholesaler","Kicukiro","bicycle"
"430",2024-01-05,"06:52:56","Eastern","Rwamagana","ibitunguru","Onion","wholesaler","Rwamagana","walk"
"432",2024-01-05,"06:44:29","Western","Karongi","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Karongi","walk"
"434",2024-01-05,"05:57:47","Eastern","Nyagatare","amashu","Cabbage","neighbour_farm","Nyagatare","bicycle"
"435",2024-01-05,"05:30:25","Southern","Ruhango","amagi","Eggs","neighbour_farm","Ruhango","walk"
"436",2024-01-05,"04:43:37","Southern","Kamonyi","imiteja","Faba Beans","neighbour_farm","Kamonyi","bicycle"
"437",2024-01-05,"04:39:25","Northern","Gicumbi","karoti","Carrot","neighbour_farm","Gicumbi","bicycle"
"438",2024-01-05,"04:36:17","Southern","Kamonyi","intoryi","Aubergine","neighbour_farm","Kamonyi","bicycle"
"439",2024-01-06,"23:05:36","Western","Rusizi","amashu","Cabbage","neighbour_farm","Rusizi","bicycle"
"440",2024-01-06,"22:54:29","Eastern","Ngoma","ibinyomoro","Tree Tomato","neighbour_farm","Ngoma","walk"
"442",2024-01-06,"22:08:02","Southern","Kamonyi","amasaka","Sorghum","wholesaler","Ruhango","car"
"443",2024-01-06,"22:06:16","Southern","Kamonyi","uburo","Millet","wholesaler","Uganda","car"
"444",2024-01-06,"22:04:36","Southern","Huye","ingano za sayiri","Barley","neighbour_farm","Ruhango","bus"
"445",2024-01-06,"21:56:48","Northern","Rulindo","imiteja","Faba Beans","wholesaler","Rulindo","bus"
"446",2024-01-06,"21:54:11","Northern","Rulindo","urusenda","Chilli","neighbour_farm","Rulindo","bicycle"
"447",2024-01-06,"21:50:50","Northern","Rulindo","karoti","Carrot","wholesaler","Rulindo","bus"
"448",2024-01-06,"21:46:21","Northern","Musanze","ibinyomoro","Tree Tomato","wholesaler","Musanze","bicycle"
"450",2024-01-06,"21:44:36","Eastern","Kirehe","ibinyomoro","Tree Tomato","wholesaler","Kirehe","moto"
"451",2024-01-06,"21:41:55","Northern","Musanze","imyembe","Mango","wholesaler","Nyarugenge","bus"
"452",2024-01-06,"21:14:39","Eastern","Kirehe","amatunda","Passionfruit","wholesaler","Kirehe","moto"
"453",2024-01-06,"21:14:05","Southern","Huye","imiteja","Faba Beans","wholesaler","Huye","bicycle"
"454",2024-01-06,"21:13:34","Eastern","Kirehe","ibitunguru","Onion","cooperative","Kirehe","bicycle"
"455",2024-01-06,"21:11:59","Eastern","Nyagatare","karoti","Carrot","neighbour_farm","Nyagatare","bicycle"
"456",2024-01-06,"21:06:25","Eastern","Ngoma","beterave","Beetroot","wholesaler","Kirehe","bicycle"
"457",2024-01-06,"21:04:03","Eastern","Kayonza","inyanya","Tomato","wholesaler","Kayonza","moto"
"458",2024-01-06,"21:02:07","Western","Nyamasheke","imyumbati","Cassava Root","wholesaler","Don't Know","walk"
"459",2024-01-06,"20:54:26","Eastern","Bugesera","ipapayi","Papaya","wholesaler","Bugesera","bicycle"
"460",2024-01-06,"20:37:44","Eastern","Kayonza","ibinyomoro","Tree Tomato","wholesaler","Don't Know","moto"
"461",2024-01-06,"20:29:23","Eastern","Kayonza","inanasi","Pineapple","wholesaler","Don't Know","moto"
"463",2024-01-06,"20:26:26","Western","Nyamasheke","inyanya","Tomato","wholesaler","Nyamasheke","bicycle"
"466",2024-01-06,"20:21:17","Eastern","Kayonza","amatunda","Passionfruit","wholesaler","Don't Know","moto"
"467",2024-01-06,"20:20:38","Western","Nyamasheke","karoti","Carrot","wholesaler","Don't Know","bicycle"
"468",2024-01-06,"20:17:31","Northern","Gakenke","amashu","Cabbage","wholesaler","Gakenke","bicycle"
"469",2024-01-06,"20:02:44","Southern","Muhanga","urusenda","Chilli","wholesaler","Bugesera","walk"
"470",2024-01-06,"19:58:50","Southern","Muhanga","beterave","Beetroot","wholesaler","Bugesera","walk"
"471",2024-01-06,"19:44:30","Western","Karongi","inyanya","Tomato","own_farm","Don't Know","walk"
"473",2024-01-06,"19:11:03","Eastern","Kayonza","karoti","Carrot","wholesaler","Kayonza","moto"
"474",2024-01-06,"19:08:09","Southern","Kamonyi","umuceli","Rice","wholesaler","Kamonyi","bicycle"
"475",2024-01-06,"19:06:25","Eastern","Kayonza","intoryi","Aubergine","wholesaler","Kayonza","moto"
"476",2024-01-06,"19:04:31","Eastern","Ngoma","amatunda","Passionfruit","wholesaler","Kicukiro","bicycle"
"477",2024-01-06,"19:04:15","Western","Rusizi","imboga za dodo","Amaranth Leaves","neighbour_farm","Rusizi","moto"
"478",2024-01-06,"18:55:23","Southern","Kamonyi","ubunyobwa","Ground Nuts","wholesaler","Muhanga","bicycle"
"479",2024-01-06,"18:07:18","Western","Ngororero","ingano","Wheat","wholesaler","Musanze","bicycle"
"480",2024-01-06,"18:00:53","Western","Rubavu","soya","Soya Beans","wholesaler","Musanze","bicycle"
"482",2024-01-06,"17:44:58","Kigali","Kicukiro","karoti","Carrot","cooperative","Kicukiro","truck"
"483",2024-01-06,"17:36:39","Kigali","Kicukiro","beterave","Beetroot","wholesaler","Rwamagana","bicycle"
"484",2024-01-06,"17:32:57","Kigali","Kicukiro","intoryi","Aubergine","wholesaler","Rwamagana","bicycle"
"485",2024-01-06,"17:32:22","Kigali","Kicukiro","isombe","Cassava Leaves","wholesaler","Don't Know","moto"
"486",2024-01-06,"17:19:32","Kigali","Gasabo","imyembe","Mango","wholesaler","Don't Know","car"
"487",2024-01-06,"17:13:07","Eastern","Rwamagana","inanasi","Pineapple","neighbour_farm","Rwamagana","bicycle"
"488",2024-01-06,"17:10:55","Southern","Gisagara","ibitoki","Banana Cooking","wholesaler","Gisagara","bicycle"
"489",2024-01-06,"17:02:53","Southern","Gisagara","ibitoki","Banana Cooking","wholesaler","Gisagara","bicycle"
"490",2024-01-06,"16:50:27","Northern","Musanze","amashu","Cabbage","wholesaler","Don't Know","bicycle"
"491",2024-01-06,"16:44:25","Southern","Ruhango","ibitunguru","Onion","wholesaler","Ruhango","walk"
"494",2024-01-06,"16:41:01","Eastern","Bugesera","ibirayi","Potato","wholesaler","Bugesera","walk"
"495",2024-01-06,"16:36:40","Eastern","Bugesera","ibirayi","Potato","wholesaler","Bugesera","walk"
"496",2024-01-06,"16:29:45","Eastern","Kayonza","ibigori","Maize","wholesaler","Kayonza","bicycle"
"498",2024-01-06,"16:11:09","Eastern","Kirehe","ibigori","Maize","wholesaler","Kirehe","bicycle"
"500",2024-01-06,"15:55:57","Southern","Nyanza","urusenda","Chilli","neighbour_farm","Don't Know","walk"
"502",2024-01-06,"15:51:55","Kigali","Gasabo","ibijumba_bisa_oranje","Sweet Potatoes Orange","neighbour_farm","Gisagara","car"
"503",2024-01-06,"15:50:33","Western","Nyamasheke","inyanya","Tomato","wholesaler","Nyamasheke","bicycle"
"504",2024-01-06,"15:49:50","Eastern","Nyagatare","karoti","Carrot","wholesaler","Nyagatare","walk"
"505",2024-01-06,"15:49:44","Eastern","Kirehe","ibirayi","Potato","wholesaler","Kirehe","bicycle"
"506",2024-01-06,"15:46:10","Southern","Huye","amateke ya taro","Taro","neighbour_farm","Huye","bicycle"
"507",2024-01-06,"15:45:53","Southern","Nyanza","isombe","Cassava Leaves","neighbour_farm","Don't Know","walk"
"508",2024-01-06,"15:44:32","Eastern","Nyagatare","intoryi","Aubergine","wholesaler","Nyagatare","walk"
"509",2024-01-06,"15:42:45","Western","Nyamasheke","amashu","Cabbage","wholesaler","Nyamasheke","bicycle"
"510",2024-01-06,"15:30:43","Eastern","Rwamagana","inanasi","Pineapple","wholesaler","Ngoma","bicycle"
"511",2024-01-06,"15:27:05","Kigali","Gasabo","ibinyomoro","Tree Tomato","wholesaler","Gasabo","bus"
"512",2024-01-06,"15:23:21","Eastern","Kirehe","amashaza","Green Peas","wholesaler","Kirehe","walk"
"513",2024-01-06,"15:23:15","Northern","Musanze","karoti","Carrot","neighbour_farm","Musanze","bicycle"
"514",2024-01-06,"15:19:37","Eastern","Kayonza","ibitunguru","Onion","wholesaler","Kayonza","car"
"516",2024-01-06,"15:13:36","Eastern","Kayonza","karoti","Carrot","wholesaler","Kayonza","car"
"517",2024-01-06,"15:09:19","Kigali","Nyarugenge","amatunda","Passionfruit","wholesaler","Rusizi","truck"
"518",2024-01-06,"15:05:03","Kigali","Nyarugenge","avoka","Avocado","wholesaler","Rusizi","bus"
"519",2024-01-06,"15:04:30","Eastern","Ngoma","ibisheke","Sugarcane","own_farm","Ngoma","bicycle"
"520",2024-01-06,"15:03:13","Eastern","Kirehe","ibitunguru","Onion","wholesaler","Nyagatare","bus"
"521",2024-01-06,"14:58:30","Eastern","Kirehe","shufureri","Cauliflower","wholesaler","Nyagatare","bus"
"523",2024-01-06,"14:51:21","Kigali","Gasabo","urusenda","Chilli","own_farm","Gasabo","bicycle"
"524",2024-01-06,"14:50:26","Eastern","Kirehe","ibitunguru","Onion","wholesaler","Kirehe","bicycle"
"525",2024-01-06,"14:43:22","Western","Rusizi","inyanya","Tomato","wholesaler","Rusizi","bicycle"
"526",2024-01-06,"14:42:43","Southern","Muhanga","ibigori","Maize","wholesaler","Muhanga","moto"
"527",2024-01-06,"14:38:16","Northern","Burera","imyumbati","Cassava Root","neighbour_farm","Burera","walk"
"528",2024-01-06,"14:36:27","Southern","Muhanga","amashaza","Green Peas","neighbour_farm","Muhanga","bicycle"
"529",2024-01-06,"14:33:56","Eastern","Kayonza","imiteja","Faba Beans","wholesaler","Kayonza","bicycle"
"530",2024-01-06,"14:33:06","Western","Nyamasheke","imboga za dodo","Amaranth Leaves","neighbour_farm","Nyamasheke","bicycle"
"531",2024-01-06,"14:30:53","Southern","Nyanza","umuceli","Rice","neighbour_farm","Nyanza","moto"
"532",2024-01-06,"14:30:42","Eastern","Kayonza","karoti","Carrot","own_farm","Kayonza","bicycle"
"533",2024-01-06,"14:30:21","Western","Rubavu","ibishyimbo byumye","Field Beans","wholesaler","Bugesera","bus"
"534",2024-01-06,"14:30:10","Eastern","Kirehe","imiteja","Faba Beans","neighbour_farm","Kayonza","bus"
"535",2024-01-06,"14:30:10","Kigali","Kicukiro","sipinaci","Spinach","wholesaler","Don't Know","moto"
"537",2024-01-06,"14:28:05","Southern","Muhanga","ibishyimbo byumye","Field Beans","neighbour_farm","Muhanga","moto"
"538",2024-01-06,"14:26:57","Southern","Nyanza","ibigori","Maize","cooperative","Nyanza","bicycle"
"539",2024-01-06,"14:26:46","Eastern","Kayonza","beterave","Beetroot","wholesaler","Kayonza","bicycle"
"540",2024-01-06,"14:26:45","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","bicycle"
"541",2024-01-06,"14:23:52","Eastern","Nyagatare","ibinyomoro","Tree Tomato","wholesaler","Nyagatare","bus"
"542",2024-01-06,"14:23:14","Kigali","Kicukiro","urusenda","Chilli","wholesaler","Don't Know","moto"
"543",2024-01-06,"14:22:25","Southern","Nyanza","ibishyimbo byumye","Field Beans","neighbour_farm","Nyanza","bicycle"
"544",2024-01-06,"14:20:54","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","bicycle"
"545",2024-01-06,"14:20:19","Southern","Gisagara","ibitoki","Banana Cooking","own_farm","Gisagara","car"
"546",2024-01-06,"14:20:08","Eastern","Nyagatare","imyembe","Mango","wholesaler","Don't Know","bus"
"547",2024-01-06,"14:16:09","Kigali","Kicukiro","ibitoki","Banana Cooking","wholesaler","Kicukiro","walk"
"548",2024-01-06,"14:11:48","Eastern","Gatsibo","ibigori","Maize","wholesaler","Gatsibo","bicycle"
"549",2024-01-06,"14:06:04","Eastern","Gatsibo","ibishyimbo byumye","Field Beans","wholesaler","Gatsibo","bicycle"
"550",2024-01-06,"14:03:33","Southern","Kamonyi","inyanya","Tomato","wholesaler","Kamonyi","bicycle"
"551",2024-01-06,"14:00:59","Southern","Nyanza","urusenda","Chilli","wholesaler","Nyanza","bicycle"
"553",2024-01-06,"13:58:30","Southern","Kamonyi","imiteja","Faba Beans","neighbour_farm","Kamonyi","walk"
"554",2024-01-06,"13:52:08","Eastern","Kayonza","ibijumba_bisa_oranje","Sweet Potatoes Orange","neighbour_farm","Kayonza","bicycle"
"555",2024-01-06,"13:52:02","Southern","Huye","ipapayi","Papaya","neighbour_farm","Huye","walk"
"556",2024-01-06,"13:48:19","Western","Rutsiro","ibitoki","Banana Cooking","neighbour_farm","Rutsiro","walk"
"557",2024-01-06,"13:45:44","Southern","Huye","imyembe","Mango","wholesaler","Nyamagabe","car"
